account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,total_subscriptions,avg_mrr,total_upgrades,total_downgrades,total_usage,total_usage_duration,total_errors,beta_feature_usage,total_tickets,avg_resolution_time,avg_first_response,avg_satisfaction,escalation_count,churned,usage_per_subscription,tickets_per_subscription,error_rate,mrr_per_seat
A-592832,Company_10,Cybersecurity,US,2024-09-25,organic,Basic,18,False,True,19,1714.2631578947369,1,1,1053,326283,55,13,3.0,32.666666666666664,80.66666666666667,5.0,0.0,1.0,52.65,0.15,0.05218216318785579,90.22437673130194
A-d40bf7,Company_11,FinTech,IN,2024-11-08,organic,Basic,59,False,False,10,4324.7,1,0,562,150186,22,5,2.0,20.5,125.5,5.0,0.0,0.0,51.09090909090909,0.18181818181818182,0.03907637655417407,72.07833333333333
A-6c093d,Company_12,DevTools,US,2023-04-14,partner,Basic,7,True,False,12,1353.5,2,0,670,217275,30,10,3.0,40.333333333333336,68.33333333333333,5.0,1.0,0.0,51.53846153846154,0.23076923076923078,0.044709388971684055,169.1875
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,12,1952.6666666666667,1,2,642,159561,26,8,4.0,26.75,95.0,4.0,0.0,1.0,49.38461538461539,0.3076923076923077,0.04043545878693624,162.72222222222223
A-956988,Company_14,EdTech,UK,2024-11-30,ads,Enterprise,1,False,False,13,2262.076923076923,0,1,658,173232,49,8,2.0,50.5,118.0,3.0,0.0,1.0,47.0,0.14285714285714285,0.07435508345978756,1131.0384615384614
A-ac14bb,Company_15,FinTech,US,2023-09-08,partner,Enterprise,21,False,False,8,3468.25,2,0,531,170826,42,7,2.0,24.5,30.5,4.0,0.0,1.0,59.0,0.2222222222222222,0.07894736842105263,157.64772727272728
A-463db0,Company_16,HealthTech,US,2024-12-05,partner,Basic,15,False,False,7,1895.142857142857,0,0,367,106259,13,3,6.0,50.166666666666664,94.83333333333333,4.25,1.0,1.0,45.875,0.75,0.035326086956521736,118.44642857142857
A-ce66f8,Company_17,EdTech,CA,2023-08-23,event,Pro,29,False,False,6,1976.3333333333333,0,0,494,133559,19,6,6.0,41.666666666666664,79.16666666666667,3.5,0.0,0.0,70.57142857142857,0.8571428571428571,0.03838383838383838,65.87777777777778
A-c4ea60,Company_18,FinTech,DE,2023-03-09,other,Enterprise,18,False,True,9,1627.3333333333333,0,1,427,137244,18,9,5.0,36.0,59.0,3.6,0.0,0.0,42.7,0.5,0.04205607476635514,85.64912280701753
A-832ec2,Company_19,FinTech,UK,2023-11-19,event,Enterprise,4,True,False,8,1162.375,3,0,511,157711,25,6,3.0,26.0,108.66666666666667,4.0,1.0,1.0,56.77777777777778,0.3333333333333333,0.048828125,232.475
A-684255,Company_20,FinTech,US,2024-04-14,ads,Enterprise,9,False,False,14,846.0,3,1,653,191849,44,15,4.0,14.25,97.75,4.666666666666667,1.0,1.0,43.53333333333333,0.26666666666666666,0.0672782874617737,84.6
A-c42f1f,Company_21,HealthTech,US,2024-07-28,other,Pro,8,False,False,8,646.875,1,1,337,98383,20,5,9.0,31.333333333333332,81.88888888888889,4.0,1.0,0.0,37.44444444444444,1.0,0.05917159763313609,71.875
A-4e44e8,Company_22,DevTools,US,2024-08-20,ads,Enterprise,3,False,True,14,2603.214285714286,2,0,687,208387,37,8,3.0,31.333333333333332,76.66666666666667,3.3333333333333335,0.0,1.0,45.8,0.2,0.05377906976744186,650.8035714285714
A-30b4ca,Company_23,EdTech,IN,2024-05-20,organic,Basic,86,False,True,8,9492.25,0,0,402,127433,22,10,3.0,57.666666666666664,108.33333333333333,4.0,0.0,1.0,44.666666666666664,0.3333333333333333,0.05459057071960298,109.10632183908046
A-9f2731,Company_24,FinTech,IN,2024-10-04,event,Enterprise,1,False,False,7,516.1428571428571,0,1,324,98113,20,2,0.0,0.0,0.0,0.0,0.0,1.0,40.5,0.0,0.06153846153846154,258.07142857142856
A-32fb14,Company_25,DevTools,US,2023-03-07,event,Enterprise,26,False,True,9,1129.111111111111,2,0,488,150708,19,2,5.0,34.0,59.6,4.5,0.0,1.0,48.8,0.5,0.03885480572597137,41.818930041152264
A-00cac8,Company_26,HealthTech,AU,2023-09-15,organic,Enterprise,8,True,False,9,1569.0,0,1,602,171366,31,7,2.0,33.0,120.5,0.0,0.0,0.0,60.2,0.2,0.05140961857379768,174.33333333333334
A-35083d,Company_27,HealthTech,IN,2023-04-28,partner,Basic,19,False,True,16,2027.0625,3,0,791,237055,37,7,4.0,49.75,119.0,5.0,0.0,0.0,46.529411764705884,0.23529411764705882,0.04671717171717172,101.353125
A-eb7fac,Company_28,DevTools,US,2023-10-28,organic,Enterprise,7,False,False,10,4209.6,0,0,538,185729,44,6,4.0,34.0,126.5,4.0,0.0,1.0,48.90909090909091,0.36363636363636365,0.08163265306122448,526.2
A-b20d99,Company_29,HealthTech,IN,2023-09-27,other,Basic,20,False,False,7,1581.2857142857142,1,0,329,105214,12,5,2.0,61.5,27.0,3.5,0.0,1.0,41.125,0.25,0.03636363636363636,75.29931972789116
A-396e5f,Company_30,Cybersecurity,CA,2024-10-02,other,Enterprise,2,False,False,10,1023.6,2,1,540,175427,23,5,5.0,24.8,102.8,4.0,1.0,1.0,49.09090909090909,0.45454545454545453,0.04251386321626617,341.2
A-45ce7a,Company_31,FinTech,US,2023-07-23,ads,Enterprise,16,False,False,7,1173.7142857142858,2,1,424,124978,30,2,5.0,45.4,91.8,3.6666666666666665,0.0,0.0,53.0,0.625,0.07058823529411765,69.0420168067227
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,11,1983.7272727272727,0,0,651,186929,32,7,3.0,43.0,84.0,3.0,0.0,1.0,54.25,0.25,0.049079754601226995,132.24848484848485
A-8145a0,Company_33,Cybersecurity,AU,2023-04-25,partner,Basic,2,True,False,12,1438.3333333333333,2,0,693,200177,27,5,6.0,23.666666666666668,90.16666666666667,4.0,0.0,1.0,53.30769230769231,0.46153846153846156,0.03890489913544669,479.4444444444444
A-bad8c1,Company_34,FinTech,AU,2023-03-01,organic,Basic,7,False,False,7,1113.857142857143,2,0,385,125675,11,6,1.0,27.0,49.0,4.0,0.0,1.0,48.125,0.125,0.02849740932642487,139.23214285714286
A-44dc83,Company_35,EdTech,FR,2024-05-12,other,Basic,5,False,False,4,114.0,0,0,248,81119,13,3,7.0,40.857142857142854,76.14285714285714,4.6,0.0,1.0,49.6,1.4,0.05220883534136546,19.0
A-f446b6,Company_36,DevTools,DE,2023-05-12,ads,Pro,5,True,False,9,1265.7777777777778,0,0,376,127515,31,3,8.0,30.75,82.5,4.25,1.0,0.0,37.6,0.8,0.08222811671087533,210.96296296296296
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,False,12,1677.5833333333333,2,1,733,222582,53,4,4.0,64.0,110.0,4.0,0.0,1.0,56.38461538461539,0.3076923076923077,0.07220708446866485,419.3958333333333
A-854864,Company_38,FinTech,IN,2024-12-07,event,Enterprise,20,False,False,6,2459.8333333333335,0,0,248,73517,10,4,5.0,44.2,100.8,4.8,0.0,1.0,35.42857142857143,0.7142857142857143,0.040160642570281124,117.13492063492065
A-1b7577,Company_39,Cybersecurity,US,2024-10-27,other,Pro,4,False,False,11,797.3636363636364,0,1,647,195598,33,4,5.0,27.2,109.4,4.0,0.0,0.0,53.916666666666664,0.4166666666666667,0.05092592592592592,159.47272727272727
A-05f0e5,Company_40,FinTech,US,2023-05-04,partner,Basic,32,False,False,12,4259.083333333333,2,0,706,207116,46,9,4.0,20.0,108.5,4.0,0.0,1.0,54.30769230769231,0.3076923076923077,0.06506364922206506,129.0631313131313
A-9077b0,Company_41,HealthTech,US,2024-08-25,ads,Basic,2,False,False,7,509.2857142857143,3,0,493,146301,31,5,3.0,40.333333333333336,136.33333333333334,4.333333333333333,0.0,0.0,61.625,0.375,0.06275303643724696,169.76190476190476
A-7f8241,Company_42,EdTech,US,2023-03-14,organic,Pro,34,False,True,15,2634.4,2,0,734,227186,38,5,1.0,36.0,135.0,3.0,0.0,0.0,45.875,0.0625,0.05170068027210884,75.26857142857143
A-2bc93d,Company_43,HealthTech,US,2023-03-14,event,Basic,14,False,False,13,2491.846153846154,4,0,666,215735,31,5,2.0,12.0,78.0,4.5,0.0,1.0,47.57142857142857,0.14285714285714285,0.046476761619190406,166.12307692307692
A-f3ff05,Company_44,FinTech,IN,2024-07-06,other,Enterprise,2,False,False,13,1497.3076923076924,1,0,672,210327,36,4,3.0,42.666666666666664,111.33333333333333,3.5,0.0,1.0,48.0,0.21428571428571427,0.05349182763744428,499.10256410256414
A-2d4502,Company_45,FinTech,IN,2024-04-29,event,Basic,7,False,False,10,2907.1,2,0,465,127997,19,7,3.0,26.333333333333332,82.0,5.0,0.0,1.0,42.27272727272727,0.2727272727272727,0.0407725321888412,363.3875
A-6a4e2d,Company_46,EdTech,UK,2023-04-07,partner,Pro,9,False,False,11,944.9090909090909,2,1,597,172764,31,3,2.0,18.5,141.0,4.5,1.0,1.0,49.75,0.16666666666666666,0.051839464882943144,94.49090909090908
A-eb7c38,Company_47,DevTools,AU,2024-02-25,organic,Enterprise,5,False,False,15,2547.3333333333335,3,1,693,203946,27,6,5.0,22.4,67.4,4.333333333333333,0.0,1.0,43.3125,0.3125,0.03890489913544669,424.5555555555556
A-c37601,Company_48,EdTech,US,2024-10-31,partner,Basic,6,True,False,12,1706.25,0,0,489,131835,21,3,4.0,42.25,83.0,3.6666666666666665,0.0,1.0,37.61538461538461,0.3076923076923077,0.04285714285714286,243.75
A-3b5cd1,Company_49,FinTech,US,2023-09-12,event,Basic,13,True,False,13,1821.2307692307693,2,1,523,177958,24,5,5.0,27.4,46.6,4.0,0.0,1.0,37.357142857142854,0.35714285714285715,0.04580152671755725,130.0879120879121
A-b2225d,Company_50,FinTech,US,2024-03-08,ads,Basic,47,False,True,12,1590.6666666666667,1,1,696,236693,60,5,2.0,42.0,38.0,3.0,0.0,1.0,53.53846153846154,0.15384615384615385,0.08608321377331421,33.13888888888889
A-94f8c9,Company_51,HealthTech,US,2024-03-29,other,Basic,13,False,False,16,1999.3125,2,1,746,204124,63,7,3.0,47.333333333333336,87.66666666666667,5.0,0.0,1.0,43.88235294117647,0.17647058823529413,0.08433734939759036,142.80803571428572
A-02fac6,Company_52,FinTech,US,2023-04-06,event,Pro,22,False,False,11,2400.909090909091,1,0,514,169854,34,5,6.0,23.333333333333332,100.5,4.0,0.0,1.0,42.833333333333336,0.5,0.06601941747572816,104.38735177865613
A-c1dfe1,Company_53,DevTools,DE,2023-08-07,ads,Pro,26,False,False,8,3223.75,1,2,375,127687,30,4,3.0,50.333333333333336,93.66666666666667,4.0,0.0,1.0,41.666666666666664,0.3333333333333333,0.0797872340425532,119.39814814814815
A-32728c,Company_54,DevTools,US,2023-01-03,event,Pro,20,False,True,8,562.25,1,0,418,115325,22,6,2.0,34.5,61.5,3.5,0.0,1.0,46.44444444444444,0.2222222222222222,0.05250596658711217,26.773809523809526
A-4c38bc,Company_55,HealthTech,UK,2024-03-09,event,Basic,36,False,True,16,3003.75,2,0,818,271358,27,10,3.0,48.333333333333336,43.0,3.5,0.0,0.0,48.11764705882353,0.17647058823529413,0.03296703296703297,81.18243243243244
A-1b707d,Company_56,Cybersecurity,US,2023-07-14,organic,Enterprise,1,False,False,8,1166.5,1,0,399,110456,12,3,3.0,42.666666666666664,75.33333333333333,0.0,0.0,1.0,44.333333333333336,0.3333333333333333,0.03,583.25
A-6f8ad2,Company_57,EdTech,IN,2024-07-09,organic,Basic,1,False,False,17,1525.1764705882354,2,1,924,261489,59,13,4.0,35.25,37.25,4.333333333333333,0.0,0.0,51.333333333333336,0.2222222222222222,0.06378378378378378,762.5882352941177
A-4d1e75,Company_58,DevTools,US,2024-08-21,other,Basic,20,False,False,13,2414.6153846153848,3,1,477,148106,25,5,2.0,15.0,98.5,4.0,0.0,1.0,34.07142857142857,0.14285714285714285,0.05230125523012552,114.98168498168499
A-9ee962,Company_59,HealthTech,US,2023-02-28,ads,Basic,9,False,True,9,1046.6666666666667,3,1,439,120226,17,3,3.0,37.0,69.66666666666667,4.0,0.0,1.0,43.9,0.3,0.038636363636363635,104.66666666666667
A-378b99,Company_60,EdTech,UK,2024-09-01,ads,Pro,8,True,False,12,1009.6666666666666,1,1,565,187525,38,5,6.0,28.5,78.83333333333333,4.5,0.0,1.0,43.46153846153846,0.46153846153846156,0.06713780918727916,112.18518518518518
A-94d3da,Company_61,HealthTech,US,2023-05-03,other,Basic,41,False,False,12,1889.4166666666667,1,0,464,150051,25,5,6.0,26.833333333333332,80.5,3.5,0.0,1.0,35.69230769230769,0.46153846153846156,0.053763440860215055,44.986111111111114
A-e351e1,Company_62,EdTech,US,2024-09-26,other,Enterprise,33,False,False,5,699.6,0,0,295,102452,22,3,4.0,17.0,65.25,3.75,0.0,1.0,49.166666666666664,0.6666666666666666,0.07432432432432433,20.576470588235296
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,5,True,False,13,2498.230769230769,0,0,729,220382,45,8,5.0,30.2,102.6,5.0,0.0,0.0,52.07142857142857,0.35714285714285715,0.06164383561643835,416.37179487179486
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Enterprise,46,False,False,10,4111.6,1,0,511,173162,35,5,5.0,39.4,62.6,4.0,0.0,1.0,46.45454545454545,0.45454545454545453,0.068359375,87.48085106382979
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,8,False,False,12,1993.25,3,4,599,168143,33,5,5.0,24.2,56.8,4.333333333333333,0.0,1.0,46.07692307692308,0.38461538461538464,0.055,221.47222222222223
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Basic,43,False,False,9,4355.666666666667,2,0,565,159213,45,5,5.0,51.4,134.6,3.5,1.0,1.0,56.5,0.5,0.07950530035335689,98.99242424242425
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Pro,1,False,False,14,1343.357142857143,1,1,528,149124,31,6,2.0,45.0,82.0,4.0,0.0,1.0,35.2,0.13333333333333333,0.05860113421550094,671.6785714285714
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Pro,18,True,True,11,2544.909090909091,0,0,396,123655,26,7,4.0,29.5,135.5,4.0,0.0,1.0,33.0,0.3333333333333333,0.0654911838790932,133.94258373205741
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,21,True,True,13,2138.6923076923076,1,0,692,196300,25,6,5.0,35.4,63.0,4.75,0.0,0.0,49.42857142857143,0.35714285714285715,0.03607503607503607,97.2132867132867
A-2922b6,Company_70,HealthTech,US,2024-11-14,organic,Basic,15,False,False,6,1778.1666666666667,1,0,393,117237,13,2,2.0,15.5,103.0,4.0,0.0,1.0,56.142857142857146,0.2857142857142857,0.03299492385786802,111.13541666666667
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Basic,5,False,False,12,1643.75,0,1,597,196701,22,3,4.0,33.5,156.5,4.0,0.0,1.0,45.92307692307692,0.3076923076923077,0.03678929765886288,273.9583333333333
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Basic,7,False,False,12,963.9166666666666,1,0,545,183399,43,1,1.0,72.0,105.0,4.0,0.0,1.0,41.92307692307692,0.07692307692307693,0.07875457875457875,120.48958333333333
A-9174e0,Company_73,Cybersecurity,US,2024-12-04,partner,Basic,37,False,False,15,3598.4,2,0,689,206138,61,6,2.0,39.0,167.0,5.0,0.0,0.0,43.0625,0.125,0.08840579710144927,94.69473684210527
A-a1bbb6,Company_74,DevTools,CA,2023-04-05,organic,Basic,1,False,False,8,1800.25,0,0,366,118465,20,7,3.0,17.666666666666668,120.66666666666667,4.0,0.0,0.0,40.666666666666664,0.3333333333333333,0.05449591280653951,900.125
A-c45b23,Company_75,FinTech,UK,2023-12-08,partner,Basic,5,False,False,12,708.6666666666666,0,0,581,181056,30,10,3.0,36.666666666666664,51.666666666666664,3.0,0.0,1.0,44.69230769230769,0.23076923076923078,0.05154639175257732,118.1111111111111
A-02cd81,Company_76,HealthTech,IN,2024-03-28,other,Basic,44,False,False,14,2354.0,0,0,684,219304,28,5,3.0,17.333333333333332,84.66666666666667,4.5,1.0,1.0,45.6,0.2,0.040875912408759124,52.31111111111111
A-ee42db,Company_77,EdTech,DE,2023-04-25,ads,Enterprise,13,False,False,12,963.9166666666666,1,1,511,150876,33,6,4.0,33.75,98.25,3.0,0.0,1.0,39.30769230769231,0.3076923076923077,0.064453125,68.85119047619047
A-432483,Company_78,Cybersecurity,US,2023-02-06,ads,Pro,4,False,False,9,2868.1111111111113,1,0,451,151460,28,4,1.0,51.0,128.0,0.0,0.0,0.0,45.1,0.1,0.061946902654867256,573.6222222222223
A-9208f0,Company_79,EdTech,US,2023-05-11,organic,Pro,1,False,True,8,438.875,1,0,538,158701,31,6,8.0,41.25,59.75,3.3333333333333335,1.0,1.0,59.77777777777778,0.8888888888888888,0.0575139146567718,219.4375
A-98a59a,Company_80,FinTech,UK,2023-08-04,partner,Enterprise,56,False,False,10,3645.6,2,1,455,124429,21,8,3.0,37.333333333333336,74.0,4.5,0.0,1.0,41.36363636363637,0.2727272727272727,0.046052631578947366,63.95789473684211
A-fe79a5,Company_81,HealthTech,IN,2024-02-21,ads,Basic,9,True,False,10,1353.2,2,0,335,96672,17,2,4.0,28.5,61.0,5.0,0.0,0.0,30.454545454545453,0.36363636363636365,0.050595238095238096,135.32
A-726cfa,Company_82,DevTools,US,2023-07-01,partner,Pro,11,False,False,19,1830.6315789473683,2,0,993,281986,45,15,3.0,35.666666666666664,128.33333333333334,4.0,0.0,1.0,49.65,0.15,0.04527162977867203,152.55263157894737
A-c43359,Company_83,FinTech,US,2024-11-16,organic,Pro,38,False,False,8,1539.0,2,1,461,147051,32,5,3.0,26.666666666666668,107.33333333333333,4.0,0.0,1.0,51.22222222222222,0.3333333333333333,0.06926406926406926,39.46153846153846
A-271f46,Company_84,DevTools,US,2023-02-09,event,Pro,38,False,True,8,2450.5,0,0,373,114563,16,1,1.0,36.0,79.0,0.0,0.0,1.0,41.44444444444444,0.1111111111111111,0.0427807486631016,62.833333333333336
A-157070,Company_85,FinTech,US,2023-11-09,ads,Pro,16,False,False,16,1719.125,2,1,696,186928,26,7,3.0,42.333333333333336,118.0,3.0,1.0,1.0,40.94117647058823,0.17647058823529413,0.03730272596843615,101.125
A-40a557,Company_86,Cybersecurity,AU,2023-12-03,partner,Pro,16,True,False,9,2591.5555555555557,1,0,402,114217,17,3,7.0,30.571428571428573,94.71428571428571,3.6666666666666665,0.0,1.0,40.2,0.7,0.04218362282878412,152.44444444444446
A-66224b,Company_87,HealthTech,US,2024-10-18,other,Pro,92,True,False,12,5765.333333333333,0,0,626,185229,29,10,6.0,39.833333333333336,82.5,3.5,0.0,0.0,48.15384615384615,0.46153846153846156,0.046251993620414676,61.992831541218635
A-91e948,Company_88,EdTech,AU,2023-01-29,partner,Basic,41,False,False,7,3127.714285714286,2,0,404,115260,16,0,0.0,0.0,0.0,0.0,0.0,0.0,50.5,0.0,0.03950617283950617,74.46938775510205
A-104f1a,Company_89,Cybersecurity,US,2024-08-17,other,Pro,24,False,False,8,1577.125,0,0,438,156949,22,2,5.0,33.2,50.4,3.75,1.0,1.0,48.666666666666664,0.5555555555555556,0.05011389521640091,63.085
A-7988d1,Company_90,Cybersecurity,US,2023-12-20,other,Basic,33,False,False,9,1188.0,0,0,449,138265,28,7,3.0,35.333333333333336,65.33333333333333,4.333333333333333,0.0,1.0,44.9,0.3,0.06222222222222222,34.94117647058823
A-faa28c,Company_91,HealthTech,US,2024-01-30,organic,Enterprise,48,False,False,14,4171.714285714285,3,0,585,162007,24,5,4.0,52.25,115.5,4.666666666666667,1.0,1.0,39.0,0.26666666666666666,0.040955631399317405,85.13702623906704
A-f25509,Company_92,EdTech,US,2024-03-22,other,Enterprise,32,False,False,5,3224.4,0,1,229,73603,15,3,6.0,42.666666666666664,116.0,4.666666666666667,0.0,1.0,38.166666666666664,1.0,0.06521739130434782,97.70909090909092
A-3a7284,Company_93,FinTech,US,2024-11-17,organic,Enterprise,31,False,False,12,2959.9166666666665,1,2,609,191562,30,9,3.0,56.333333333333336,104.33333333333333,3.5,0.0,1.0,46.84615384615385,0.23076923076923078,0.04918032786885246,92.49739583333333
A-3a5ad8,Company_94,HealthTech,US,2023-12-05,organic,Enterprise,9,True,False,13,2207.769230769231,1,1,506,127878,23,7,4.0,44.75,53.5,4.5,0.0,0.0,36.142857142857146,0.2857142857142857,0.045364891518737675,220.77692307692308
A-65a46c,Company_95,HealthTech,US,2023-11-04,event,Pro,1,False,False,8,2834.375,2,0,370,115219,21,7,8.0,45.125,91.125,4.0,0.0,0.0,41.111111111111114,0.8888888888888888,0.05660377358490566,1417.1875
A-8b25f2,Company_96,Cybersecurity,US,2024-02-17,ads,Pro,6,False,True,13,1080.6153846153845,1,2,565,159394,20,6,2.0,35.5,50.5,4.0,0.0,0.0,40.357142857142854,0.14285714285714285,0.0353356890459364,154.37362637362637
A-fabe19,Company_97,DevTools,UK,2024-11-11,ads,Enterprise,1,False,False,7,2928.1428571428573,2,0,337,112966,16,1,3.0,40.666666666666664,38.333333333333336,4.0,0.0,0.0,42.125,0.375,0.047337278106508875,1464.0714285714287
A-adc1f3,Company_98,Cybersecurity,US,2024-08-05,organic,Pro,2,False,False,9,2956.4444444444443,0,0,334,120133,26,5,3.0,47.333333333333336,65.0,3.5,0.0,0.0,33.4,0.3,0.07761194029850746,985.4814814814814
A-503d5a,Company_99,FinTech,US,2023-10-21,other,Enterprise,4,False,True,12,1490.3333333333333,0,1,605,211565,32,6,9.0,36.55555555555556,81.77777777777777,4.0,0.0,0.0,46.53846153846154,0.6923076923076923,0.052805280528052806,298.06666666666666
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,False,10,383.1,2,0,567,171957,42,9,8.0,48.75,98.125,4.166666666666667,1.0,1.0,51.54545454545455,0.7272727272727273,0.07394366197183098,191.55
A-186a44,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,False,False,14,1499.2142857142858,1,1,614,205539,25,7,7.0,38.285714285714285,110.42857142857143,3.5,0.0,0.0,40.93333333333333,0.4666666666666667,0.04065040650406504,71.39115646258503
A-e888d1,Company_102,Cybersecurity,US,2023-03-28,other,Pro,14,False,False,11,1240.5454545454545,1,0,552,158087,36,5,5.0,43.0,104.0,4.0,1.0,1.0,46.0,0.4166666666666667,0.0650994575045208,82.7030303030303
A-69fad4,Company_103,FinTech,UK,2023-04-06,ads,Basic,6,False,True,7,1245.857142857143,0,0,412,124646,24,4,4.0,43.0,116.75,3.6666666666666665,0.0,1.0,51.5,0.5,0.05811138014527845,177.9795918367347
A-9289f6,Company_104,EdTech,US,2023-05-31,event,Enterprise,1,False,False,12,1091.3333333333333,2,0,642,200375,38,7,6.0,37.5,70.0,4.333333333333333,0.0,1.0,49.38461538461539,0.46153846153846156,0.05909797822706065,545.6666666666666
A-f19409,Company_105,DevTools,US,2023-03-16,other,Basic,23,False,True,12,2844.6666666666665,2,0,659,209812,31,12,3.0,6.333333333333333,103.33333333333333,4.0,0.0,1.0,50.69230769230769,0.23076923076923078,0.04696969696969697,118.52777777777777
A-22f2df,Company_106,DevTools,US,2024-12-14,ads,Basic,3,False,False,9,827.8888888888889,1,1,429,119127,17,5,5.0,44.8,71.6,5.0,0.0,0.0,42.9,0.5,0.03953488372093023,206.97222222222223
A-039727,Company_107,EdTech,AU,2024-11-02,organic,Pro,25,False,False,15,2428.0,3,2,768,249545,32,3,0.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,0.04161248374512354,93.38461538461539
A-2e3bad,Company_108,FinTech,CA,2023-08-13,other,Pro,61,False,False,10,4587.2,0,0,435,123738,26,6,5.0,31.4,107.0,3.5,0.0,1.0,39.54545454545455,0.45454545454545453,0.05963302752293578,73.98709677419355
A-484819,Company_109,HealthTech,US,2023-02-21,organic,Pro,18,False,False,8,2575.5,3,0,336,116076,20,3,5.0,33.2,139.6,4.5,0.0,1.0,37.333333333333336,0.5555555555555556,0.05934718100890208,135.55263157894737
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,False,True,11,1555.5454545454545,1,0,438,136419,24,5,5.0,48.2,119.2,3.3333333333333335,1.0,1.0,36.5,0.4166666666666667,0.05466970387243736,172.83838383838383
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,True,8,937.875,2,0,266,87249,18,2,4.0,31.0,72.5,3.0,0.0,1.0,29.555555555555557,0.4444444444444444,0.06741573033707865,312.625
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Pro,38,False,False,6,3071.6666666666665,0,0,294,103805,12,2,3.0,28.333333333333332,83.33333333333333,3.6666666666666665,1.0,0.0,42.0,0.42857142857142855,0.04067796610169491,78.76068376068376
